Date,Open,High,Low,Close,Adj Close,Volume
2012-02-15,4407.189941,4407.189941,4407.189941,4407.189941,4407.189941,0
2012-02-16,4426.060059,4426.060059,4426.060059,4426.060059,4426.060059,0
2012-02-17,4479.479980,4479.479980,4479.479980,4479.479980,4479.479980,0
2012-02-21,4509.049805,4509.049805,4509.049805,4509.049805,4509.049805,0
2012-02-22,4361.410156,4361.410156,4361.410156,4361.410156,4361.410156,0
2012-02-23,4342.850098,4342.850098,4342.850098,4342.850098,4342.850098,0
2012-02-24,4241.490234,4241.490234,4241.490234,4241.490234,4241.490234,0
2012-02-27,4254.049805,4254.049805,4087.850098,4100.600098,4100.600098,0
2012-02-28,4131.049805,4258.399902,4126.700195,4227.299805,4227.299805,0
2012-02-29,4263.100098,4299.350098,4181.450195,4203.450195,4203.450195,0
2012-03-01,4192.700195,4194.399902,4113.299805,4162.600098,4162.600098,0
2012-03-02,4184.950195,4254.450195,4127.049805,4207.399902,4207.399902,0
2012-03-03,null,null,null,null,null,null
2012-03-05,4191.549805,4191.549805,4103.649902,4109.899902,4109.899902,0
2012-03-06,4097.649902,4204.799805,4052.600098,4064.100098,4064.100098,0
2012-03-07,4052.550049,4102.149902,4026.050049,4089.199951,4089.199951,0
2012-03-09,4151.799805,4258.350098,4151.799805,4248.100098,4248.100098,0
2012-03-12,4346.350098,4346.950195,4260.750000,4279.899902,4279.899902,0
2012-03-13,4311.799805,4342.950195,4311.500000,4317.149902,4317.149902,0
2012-03-14,4372.200195,4376.950195,4330.299805,4368.850098,4368.850098,0
2012-03-15,4367.899902,4367.899902,4238.700195,4249.700195,4249.700195,0
2012-03-16,4255.799805,4349.299805,4184.450195,4201.750000,4201.750000,0
2012-03-19,4219.850098,4219.850098,4101.799805,4115.549805,4115.549805,0
2012-03-20,4114.649902,4175.399902,4098.750000,4151.399902,4151.399902,0
2012-03-21,4137.000000,4262.000000,4133.149902,4249.149902,4249.149902,0
2012-03-22,4245.700195,4267.649902,4103.299805,4120.750000,4120.750000,0
2012-03-23,4151.399902,4201.250000,4106.399902,4160.950195,4160.950195,0
2012-03-26,4148.299805,4148.299805,4050.600098,4062.100098,4062.100098,0
2012-03-27,4114.100098,4152.799805,4057.399902,4117.149902,4117.149902,0
2012-03-28,4102.250000,4102.250000,4028.100098,4047.350098,4047.350098,0
2012-03-29,4003.800049,4063.949951,4001.750000,4046.000000,4046.000000,0
2012-03-30,4070.100098,4157.100098,4070.100098,4143.750000,4143.750000,0
2012-04-02,4135.600098,4198.350098,4131.700195,4191.450195,4191.450195,0
2012-04-03,4221.000000,4266.950195,4219.950195,4244.399902,4244.399902,0
2012-04-04,4212.450195,4216.750000,4180.500000,4207.200195,4207.200195,0
2012-04-09,4171.299805,4171.299805,4106.600098,4113.799805,4113.799805,0
2012-04-10,4128.899902,4148.250000,4100.549805,4142.649902,4142.649902,0
2012-04-11,4110.299805,4181.850098,4094.649902,4151.149902,4151.149902,0
2012-04-12,4165.600098,4226.850098,4165.600098,4213.250000,4213.250000,0
2012-04-13,4240.700195,4279.149902,4152.500000,4182.200195,4182.200195,0
2012-04-16,4170.350098,4218.649902,4166.600098,4213.649902,4213.649902,0
2012-04-17,4236.350098,4284.500000,4162.649902,4255.850098,4255.850098,0
2012-04-18,4284.049805,4305.600098,4238.000000,4248.000000,4248.000000,0
2012-04-19,4262.750000,4292.600098,4230.500000,4282.600098,4282.600098,0
2012-04-20,4267.250000,4282.000000,4200.350098,4233.549805,4233.549805,0
2012-04-23,4227.399902,4260.200195,4155.200195,4167.200195,4167.200195,0
2012-04-24,4178.750000,4185.049805,4136.399902,4155.350098,4155.350098,0
2012-04-25,4160.549805,4175.350098,4089.649902,4126.850098,4126.850098,0
2012-04-26,4135.049805,4138.399902,4095.899902,4107.200195,4107.200195,0
2012-04-27,4112.549805,4153.649902,4077.000000,4120.049805,4120.049805,0
2012-04-30,4137.750000,4193.149902,4137.750000,4154.149902,4154.149902,0
2012-05-02,4158.850098,4193.149902,4152.899902,4163.600098,4163.600098,0
2012-05-03,4136.000000,4145.100098,4093.300049,4100.399902,4100.399902,0
2012-05-04,4077.449951,4082.300049,3970.100098,3986.600098,3986.600098,0
2012-05-07,3924.100098,4029.949951,3875.000000,4016.449951,4016.449951,0
2012-05-08,4033.000000,4039.800049,3893.399902,3915.850098,3915.850098,0
2012-05-09,3885.250000,3916.000000,3838.399902,3861.399902,3861.399902,0
2012-05-10,3869.050049,3936.050049,3843.000000,3860.550049,3860.550049,0
2012-05-11,3837.649902,3897.949951,3822.699951,3847.250000,3847.250000,0
2012-05-14,3854.100098,3887.300049,3773.199951,3804.949951,3804.949951,0
2012-05-15,3778.300049,3847.750000,3776.600098,3827.300049,3827.300049,0
2012-05-16,3771.850098,3771.850098,3698.649902,3742.600098,3742.600098,0
2012-05-17,3761.550049,3812.949951,3745.350098,3759.699951,3759.699951,0
2012-05-18,3700.500000,3828.350098,3695.300049,3808.000000,3808.000000,0
2012-05-21,3810.449951,3882.300049,3810.449951,3847.250000,3847.250000,0
2012-05-22,3888.750000,3902.050049,3793.550049,3800.500000,3800.500000,0
2012-05-23,3784.750000,3803.649902,3753.399902,3775.100098,3775.100098,0
2012-05-24,3806.350098,3896.100098,3792.149902,3884.550049,3884.550049,0
2012-05-25,3874.750000,3894.800049,3852.550049,3880.850098,3880.850098,0
2012-05-28,3889.899902,3968.800049,3889.899902,3964.800049,3964.800049,0
2012-05-29,3978.000000,3989.750000,3951.399902,3959.600098,3959.600098,0
2012-05-30,3933.800049,3934.649902,3892.800049,3900.550049,3900.550049,0
2012-05-31,3852.949951,3880.750000,3830.699951,3869.100098,3869.100098,0
2012-06-01,3861.399902,3886.500000,3795.050049,3799.800049,3799.800049,0
2012-06-04,3765.649902,3835.250000,3743.399902,3821.699951,3821.699951,0
2012-06-05,3850.149902,3884.699951,3832.750000,3850.449951,3850.449951,0
2012-06-06,3874.399902,3965.649902,3873.500000,3954.500000,3954.500000,0
2012-06-07,3992.699951,4034.000000,3972.899902,4028.500000,4028.500000,0
2012-06-08,4030.899902,4051.500000,3972.100098,4038.199951,4038.199951,0
2012-06-11,4064.350098,4096.100098,4022.600098,4033.649902,4033.649902,0
2012-06-12,4004.800049,4096.500000,4004.649902,4090.250000,4090.250000,0
2012-06-13,4096.399902,4124.049805,4071.149902,4093.149902,4093.149902,0
2012-06-14,4073.300049,4088.199951,3975.800049,3985.050049,3985.050049,0
2012-06-15,3993.050049,4077.149902,3993.050049,4062.899902,4062.899902,0
2012-06-18,4105.049805,4111.200195,3936.699951,3954.699951,3954.699951,0
2012-06-19,3949.800049,3983.000000,3914.500000,3975.850098,3975.850098,0
2012-06-20,3989.149902,4002.050049,3959.399902,3986.250000,3986.250000,0
2012-06-21,3967.949951,4063.649902,3967.949951,4059.500000,4059.500000,0
2012-06-22,4001.149902,4059.250000,3987.750000,4047.550049,4047.550049,0
2012-06-25,4063.050049,4099.350098,4008.149902,4018.500000,4018.500000,0
2012-06-26,4011.750000,4048.000000,4005.300049,4028.050049,4028.050049,0
2012-06-27,4050.199951,4079.899902,4041.399902,4053.300049,4053.300049,0
2012-06-28,4055.899902,4063.750000,4030.250000,4049.250000,4049.250000,0
2012-06-29,4090.449951,4178.049805,4090.449951,4171.649902,4171.649902,0
2012-07-02,4180.149902,4219.549805,4157.549805,4207.649902,4207.649902,0
2012-07-03,4223.950195,4263.850098,4223.799805,4245.649902,4245.649902,0
2012-07-04,4265.100098,4276.450195,4243.799805,4267.100098,4267.100098,0
2012-07-05,4257.049805,4311.250000,4248.049805,4307.049805,4307.049805,0
2012-07-06,4305.049805,4333.799805,4278.200195,4320.750000,4320.750000,0
2012-07-09,4299.299805,4301.049805,4258.049805,4285.500000,4285.500000,0
2012-07-10,4299.399902,4355.250000,4295.850098,4350.799805,4350.799805,0
2012-07-11,4327.049805,4358.850098,4324.950195,4331.299805,4331.299805,0
2012-07-12,4305.500000,4320.700195,4272.149902,4293.899902,4293.899902,0
2012-07-13,4307.100098,4332.000000,4279.600098,4289.649902,4289.649902,0
2012-07-16,4296.100098,4325.950195,4279.700195,4285.950195,4285.950195,0
2012-07-17,4316.200195,4325.700195,4270.600098,4285.850098,4285.850098,0
2012-07-18,4290.250000,4317.149902,4271.200195,4311.500000,4311.500000,0
2012-07-19,4339.600098,4348.649902,4322.750000,4331.799805,4331.799805,0
2012-07-20,4335.049805,4335.049805,4263.100098,4270.450195,4270.450195,0
2012-07-23,4239.799805,4239.799805,4185.950195,4194.950195,4194.950195,0
2012-07-24,4197.200195,4212.750000,4174.500000,4200.049805,4200.049805,0
2012-07-25,4195.299805,4204.450195,4171.950195,4188.799805,4188.799805,0
2012-07-26,4204.700195,4204.700195,4118.450195,4127.350098,4127.350098,0
2012-07-27,4197.299805,4240.899902,4146.399902,4159.600098,4159.600098,0
2012-07-30,4191.100098,4259.850098,4191.100098,4255.549805,4255.549805,0
2012-07-31,4272.049805,4273.750000,4208.350098,4268.149902,4268.149902,0
2012-08-01,4254.200195,4308.500000,4252.750000,4298.100098,4298.100098,0
2012-08-02,4295.500000,4300.100098,4258.250000,4281.549805,4281.549805,0
2012-08-03,4254.700195,4266.750000,4220.450195,4261.000000,4261.000000,0
2012-08-06,4299.700195,4341.399902,4299.700195,4328.950195,4328.950195,0
2012-08-07,4341.649902,4397.000000,4326.850098,4389.450195,4389.450195,0
2012-08-08,4398.700195,4412.200195,4364.500000,4371.149902,4371.149902,0
2012-08-09,4385.950195,4397.049805,4313.750000,4321.450195,4321.450195,0
2012-08-10,4309.500000,4318.500000,4256.799805,4288.950195,4288.950195,0
2012-08-13,4282.350098,4344.850098,4274.299805,4339.100098,4339.100098,0
2012-08-14,4342.700195,4368.299805,4315.450195,4357.899902,4357.899902,0
2012-08-16,4370.149902,4381.700195,4336.549805,4343.399902,4343.399902,0
2012-08-17,4349.000000,4377.700195,4324.450195,4346.600098,4346.600098,0
2012-08-21,4351.100098,4405.649902,4340.950195,4398.450195,4398.450195,0
2012-08-22,4374.899902,4405.600098,4370.950195,4383.799805,4383.799805,0
2012-08-23,4400.100098,4419.100098,4352.399902,4367.750000,4367.750000,0
2012-08-24,4348.200195,4359.950195,4323.399902,4332.000000,4332.000000,0
2012-08-27,4332.649902,4332.649902,4267.549805,4271.250000,4271.250000,0
2012-08-28,4273.149902,4274.500000,4228.500000,4243.950195,4243.950195,0
2012-08-29,4255.850098,4256.799805,4210.549805,4214.250000,4214.250000,0
2012-08-30,4196.600098,4278.200195,4181.100098,4255.100098,4255.100098,0
2012-08-31,4242.049805,4278.250000,4205.399902,4233.250000,4233.250000,0
2012-09-03,4244.750000,4259.950195,4208.500000,4218.500000,4218.500000,0
2012-09-04,4220.649902,4224.200195,4180.200195,4220.950195,4220.950195,0
2012-09-05,4202.600098,4211.149902,4156.450195,4161.149902,4161.149902,0
2012-09-06,4166.049805,4203.399902,4157.600098,4178.100098,4178.100098,0
2012-09-07,4238.250000,4270.149902,4236.500000,4261.450195,4261.450195,0
2012-09-08,null,null,null,null,null,null
2012-09-10,4272.200195,4288.750000,4252.450195,4264.299805,4264.299805,0
2012-09-11,4241.450195,4314.700195,4241.399902,4309.700195,4309.700195,0
2012-09-12,4322.399902,4338.750000,4295.299805,4319.000000,4319.000000,0
2012-09-13,4328.450195,4339.250000,4304.549805,4318.700195,4318.700195,0
2012-09-14,4403.100098,4490.700195,4403.100098,4482.049805,4482.049805,0
2012-09-17,4540.950195,4618.600098,4540.950195,4600.450195,4600.450195,0
2012-09-18,4585.899902,4611.700195,4569.700195,4606.549805,4606.549805,0
2012-09-20,4558.000000,4572.799805,4534.149902,4549.799805,4549.799805,0
2012-09-21,4571.549805,4737.649902,4571.549805,4713.950195,4713.950195,0
2012-09-24,4711.149902,4766.899902,4703.850098,4720.250000,4720.250000,0
2012-09-25,4725.899902,4766.850098,4696.950195,4730.450195,4730.450195,0
2012-09-26,4711.950195,4724.899902,4678.450195,4714.700195,4714.700195,0
2012-09-27,4729.549805,4745.350098,4693.399902,4712.100098,4712.100098,0
2012-09-28,4738.899902,4769.700195,4726.700195,4735.700195,4735.700195,0
2012-10-01,4732.950195,4734.850098,4693.950195,4711.750000,4711.750000,0
2012-10-03,4723.750000,4744.100098,4711.100098,4735.700195,4735.700195,0
2012-10-04,4754.350098,4842.850098,4754.350098,4823.549805,4823.549805,0
2012-10-05,4842.750000,4842.750000,4263.799805,4732.350098,4732.350098,0
2012-10-08,4745.950195,4745.950195,4673.149902,4682.049805,4682.049805,0
2012-10-09,4717.549805,4744.799805,4689.149902,4710.049805,4710.049805,0
2012-10-10,4681.649902,4681.649902,4640.250000,4645.000000,4645.000000,0
2012-10-11,4662.450195,4711.549805,4623.200195,4699.049805,4699.049805,0
2012-10-12,4711.649902,4723.450195,4663.399902,4669.399902,4669.399902,0
2012-10-15,4672.250000,4690.549805,4631.899902,4684.200195,4684.200195,0
2012-10-16,4705.149902,4722.149902,4652.750000,4661.000000,4661.000000,0
2012-10-17,4687.750000,4692.850098,4647.750000,4671.899902,4671.899902,0
2012-10-18,4690.299805,4756.350098,4669.600098,4751.950195,4751.950195,0
2012-10-19,4735.549805,4752.850098,4682.250000,4708.100098,4708.100098,0
2012-10-22,4684.649902,4746.649902,4682.299805,4742.649902,4742.649902,0
2012-10-23,4749.049805,4760.450195,4716.850098,4730.450195,4730.450195,0
2012-10-25,4718.549805,4772.200195,4718.549805,4762.100098,4762.100098,0
2012-10-29,4717.350098,4749.450195,4692.149902,4709.549805,4709.549805,0
2012-10-30,4703.549805,4755.100098,4610.649902,4624.600098,4624.600098,0
2012-10-31,4627.450195,4671.450195,4595.750000,4663.000000,4663.000000,0
2012-11-01,4657.000000,4693.399902,4648.000000,4683.600098,4683.600098,0
2012-11-02,4739.100098,4739.100098,4713.799805,4727.200195,4727.200195,0
2012-11-05,4724.799805,4742.200195,4707.649902,4738.149902,4738.149902,0
2012-11-06,4718.000000,4780.399902,4718.000000,4770.799805,4770.799805,0
2012-11-07,4770.500000,4850.700195,4761.000000,4828.399902,4828.399902,0
2012-11-08,4782.549805,4808.149902,4768.049805,4800.350098,4800.350098,0
2012-11-09,4793.649902,4814.399902,4734.750000,4752.950195,4752.950195,0
2012-11-11,null,null,null,null,null,null
2012-11-12,4758.399902,4797.649902,4748.250000,4789.049805,4789.049805,0
2012-11-15,4749.899902,4781.600098,4706.250000,4776.399902,4776.399902,0
2012-11-16,4760.299805,4771.649902,4679.600098,4690.549805,4690.549805,0
2012-11-19,4692.950195,4700.100098,4642.899902,4660.149902,4660.149902,0
2012-11-20,4686.399902,4716.049805,4674.649902,4691.299805,4691.299805,0
2012-11-21,4702.299805,4733.049805,4679.649902,4730.049805,4730.049805,0
2012-11-22,4744.750000,4771.100098,4734.149902,4740.549805,4740.549805,0
2012-11-23,4753.299805,4756.200195,4707.049805,4738.750000,4738.750000,0
2012-11-26,4764.049805,4764.049805,4710.250000,4723.799805,4723.799805,0
2012-11-27,4750.149902,4824.899902,4750.149902,4820.250000,4820.250000,0
2012-11-29,4835.750000,4972.399902,4835.700195,4958.399902,4958.399902,0
2012-11-30,4988.250000,5054.799805,4988.250000,5045.649902,5045.649902,0
2012-12-03,5029.899902,5047.149902,4992.799805,5017.350098,5017.350098,0
2012-12-04,5013.700195,5061.200195,5009.200195,5053.700195,5053.700195,0
2012-12-05,5073.750000,5097.350098,5060.299805,5075.200195,5075.200195,0
2012-12-06,5103.000000,5150.149902,5034.100098,5131.049805,5131.049805,0
2012-12-07,5139.000000,5148.649902,5085.600098,5106.850098,5106.850098,0
2012-12-10,5114.049805,5149.250000,5089.750000,5139.549805,5139.549805,0
2012-12-11,5156.049805,5204.600098,5106.049805,5142.700195,5142.700195,0
2012-12-12,5152.200195,5158.600098,5103.250000,5114.250000,5114.250000,0
2012-12-13,5124.950195,5164.850098,5084.000000,5096.750000,5096.750000,0
2012-12-14,5093.600098,5141.350098,5080.200195,5135.450195,5135.450195,0
2012-12-17,5119.500000,5150.049805,5098.649902,5112.700195,5112.700195,0
2012-12-18,5127.299805,5158.049805,5045.200195,5146.500000,5146.500000,0
2012-12-19,5160.049805,5182.250000,5129.250000,5138.950195,5138.950195,0
2012-12-20,5147.049805,5147.049805,5088.500000,5122.899902,5122.899902,0
2012-12-21,5099.299805,5099.700195,5056.950195,5065.950195,5065.950195,0
2012-12-24,5084.649902,5090.950195,5055.649902,5069.600098,5069.600098,0
2012-12-26,5081.350098,5143.899902,5058.799805,5129.799805,5129.799805,0
2012-12-27,5147.799805,5150.049805,5099.799805,5110.950195,5110.950195,0
2012-12-28,5122.200195,5137.549805,5094.799805,5124.649902,5124.649902,0
2012-12-31,5115.500000,5134.950195,5109.350098,5117.399902,5117.399902,0
2013-01-01,5150.899902,5184.299805,5147.450195,5174.950195,5174.950195,0
2013-01-02,5210.799805,5242.000000,5208.950195,5237.600098,5237.600098,0
2013-01-03,5255.750000,5255.750000,5217.100098,5238.950195,5238.950195,0
2013-01-04,5236.700195,5244.049805,5191.950195,5237.600098,5237.600098,0
2013-01-07,5259.250000,5259.250000,5176.500000,5188.299805,5188.299805,0
2013-01-08,5182.250000,5220.899902,5166.750000,5211.850098,5211.850098,0
2013-01-09,5211.250000,5220.399902,5181.500000,5191.350098,5191.350098,0
2013-01-10,5217.500000,5219.350098,5173.250000,5207.700195,5207.700195,0
2013-01-11,5219.549805,5220.350098,5112.600098,5125.299805,5125.299805,0
2013-01-14,5127.200195,5200.850098,5115.850098,5187.299805,5187.299805,0
2013-01-15,5194.600098,5226.250000,5161.100098,5210.350098,5210.350098,0
2013-01-16,5205.049805,5205.399902,5122.799805,5131.299805,5131.299805,0
2013-01-17,5122.299805,5143.950195,5101.500000,5119.500000,5119.500000,0
2013-01-18,5136.200195,5171.649902,5133.350098,5153.149902,5153.149902,0
2013-01-21,5156.200195,5160.299805,5127.450195,5139.600098,5139.600098,0
2013-01-22,5133.700195,5165.049805,5100.500000,5111.549805,5111.549805,0
2013-01-23,5134.049805,5153.700195,5089.899902,5134.299805,5134.299805,0
2013-01-24,5127.049805,5140.049805,5077.350098,5085.600098,5085.600098,0
2013-01-25,5089.799805,5142.600098,5073.049805,5132.450195,5132.450195,0
2013-01-28,5141.899902,5167.250000,5129.950195,5158.799805,5158.799805,0
2013-01-29,5164.750000,5216.200195,5131.299805,5147.149902,5147.149902,0
2013-01-30,5162.750000,5173.399902,5142.600098,5152.850098,5152.850098,0
2013-01-31,5140.100098,5170.500000,5105.049805,5112.850098,5112.850098,0
2013-02-01,5118.049805,5127.750000,5056.350098,5063.600098,5063.600098,0
2013-02-04,5087.200195,5129.250000,5076.299805,5086.350098,5086.350098,0
2013-02-05,5039.200195,5072.500000,5039.200195,5059.049805,5059.049805,0
2013-02-06,5086.500000,5097.049805,5052.299805,5061.200195,5061.200195,0
2013-02-07,5042.850098,5099.250000,5037.950195,5049.250000,5049.250000,0
2013-02-08,5042.799805,5070.899902,5004.950195,5022.850098,5022.850098,0
2013-02-11,5028.200195,5037.049805,5000.149902,5018.799805,5018.799805,0
2013-02-12,5017.100098,5037.649902,5006.649902,5031.399902,5031.399902,0
2013-02-13,5046.350098,5074.149902,5038.950195,5047.000000,5047.000000,0
2013-02-14,5049.700195,5053.899902,5001.799805,5012.600098,5012.600098,0
2013-02-15,4999.600098,5034.100098,4989.200195,5020.250000,5020.250000,0
